Age,Plat,Plon
0,-19.06,146.3
0,50.35,21.27
0.9,-32.27,115.27
0.9,-29.54,114.69
0.9,-29.14,114.39
0.9,-28.71,113.47
0.9,-24.32,113.15
0.9,-23.75,152.05
0.9,-23.58,43.66
0.9,-23.5,152.38
0.9,-22.07,113.87
0.9,-21.27,167.71
0.9,-20.62,167.05
0.9,-20.62,167.05
0.9,-20.15,165.97
0.9,-19.42,148.21
0.9,-18.4,147.04
0.9,-16.43,168.04
0.9,-16.3,167.72
0.9,-16.13,167.52
0.9,-15.75,167.37
0.9,-15.7,167.38
0.9,-13.56,167.06
0.9,-13.26,166.93
0.9,-7.99,124.47
0.9,-5.97,147.24
0.9,-5.75,147.02
0.9,-4.19,39.58
0.9,-3.45,39.98
0.9,0.18,42.4
0.9,1.91,45.22
0.9,9.91,123.73
0.9,10.46,118.84
0.9,10.67,124.01
0.9,11.9,43.2
0.9,11.97,-69.07
0.9,12.81,-59.5
0.9,14.96,39.78
0.9,16.05,-60.98
0.9,16.71,-87.86
0.9,17.68,-76.21
0.9,18.01,-87.57
0.9,20.46,-86.86
0.9,22.16,68.7
0.9,22.28,58.81
0.9,24.52,-81.3
0.9,25.05,61.23
0.9,24.98,-79.84
0.9,25.06,-110.29
0.9,25.84,-110.62
0.9,26.11,33.83
0.9,26.25,53.66
0.9,26.35,33.35
0.9,26.71,55.9
0.9,27.43,33.38
0.9,27.71,33.3
0.9,29.09,34.4
0.9,33.27,-117.72
0.9,38.99,16.5
0.9,43,9.37
0.9,21.14,-157.3
0.9,4.04,72.71
0.9,-17.76,-149.02
0.9,32.04,-64.47
0.9,-4.41,55.62
0.9,21.42,-157.39
0.9,21.37,-157.59
0.9,21.25,-157.05
0.9,20.46,-156.03
0.9,-20.01,-157.19
0.9,36.67,-25.13
0.9,-20.35,-156.81
0.9,-16.33,-145.65
1.3,-21.07,167.73
1.3,19.24,36.27
1.3,27.74,34.05
1.3,27.89,34.14
1.3,28.04,34.18
1.3,28.14,34.19
1.3,11.63,163.13
1.3,-17.79,-148.63
1.3,-18.09,-148.79
1.3,-17.88,-148.84
1.8,-15.91,144.94
1.8,-15.82,145.36
1.8,-13.37,167.5
1.8,-7.82,124.41
1.8,9.18,124.47
1.8,10.28,123.76
1.8,9.69,-82.93
1.8,12.65,-59.32
1.8,25.04,33.92
1.8,25.04,33.92
1.8,25.89,33.64
1.8,26.13,33.16
1.8,-20.49,57.48
1.8,-24.9,-127.21
1.8,20.29,-154.37
1.8,-20.37,-157.09
1.8,3.54,71.94
2.2,-23.06,113.75
2.2,24.28,-78.45
2.2,39.28,14.76
2.2,50.54,-11.84
2.7,-11.79,125.17
2.7,-10.96,126.17
2.7,-10.3,122.86
2.7,9.55,-82.8
2.7,24.7,-77.19
2.7,26.04,-77.96
2.7,51.5,-13.24
3.1,-35.64,138.96
3.1,-35.17,139.05
3.1,-35.07,139.62
3.1,-10.71,123.74
3.1,-6.47,110.56
3.1,-2.54,128.91
3.1,8.76,-81.85
3.1,8.83,-81.98
3.1,11.03,-68.93
3.1,17.25,-75.95
3.1,17.25,-75.92
3.1,24.13,-78.18
3.1,35.71,27.36
3.1,35.61,-6.66
3.1,36,-2.81
3.1,20.59,-155.64
4,-10.79,39.41
4,-10.2,145.12
4,-6.95,113.87
4,4.34,117.3
4,6.26,118.82
4,20.19,36.57
4,34.51,32.12
4,35.6,-75.23
4,-17.43,-149.25
4,-21.71,-172.91
4.5,-42.29,175.11
4.5,-9.25,163.21
4.5,-6.23,111.19
4.5,-6.02,113.05
4.5,-5.89,109.09
4.5,9.5,-83.03
4.5,10.5,-68.84
4.5,18.58,-70.6
4.5,24.7,-78.84
4.5,33.26,-114.32
4.5,39.52,-0.3
5.7,-11.27,39.75
5.7,38.06,16.58
5.7,38.14,16.6
6.3,-17.47,120.08
6.3,-15.58,120.63
6.3,9.82,-68.79
6.3,23.49,-77.13
6.3,31.56,-5.18
6.3,31.84,-5.37
6.3,32.88,-3.43
6.3,33.03,-4.37
6.3,33.07,-2.15
6.3,33.11,-2.34
6.3,33.23,-1.43
6.3,33.3,-3.77
6.3,33.38,-1.04
6.3,33.53,11.43
6.3,33.44,-1.99
6.3,33.48,-1.66
6.3,35.24,-3.2
6.3,35.34,-3.19
6.3,36.18,9.06
6.3,36.18,9.06
6.3,36.38,10.32
6.3,36.05,-2.29
6.3,36.38,9.78
6.3,36.2,-2.13
6.3,36.41,-1.65
6.3,36.49,-1.82
7.1,10.69,106.31
7.1,11.27,-81.03
7.1,18,-70.38
7.1,-16.53,-143.74
7.1,-17.89,-143.43
7.1,-16.73,-142.84
7.1,-17.53,-141.84
7.1,-16.65,-139.67
7.6,31.61,-4.16
7.6,35.14,-3.63
7.6,35.18,-3.43
7.6,36.64,10.49
7.6,36.9,11.06
7.6,46.79,24.63
8.1,37.63,10.89
8.5,-42.96,176.09
8.5,-20.43,116.57
8.5,-20.18,117.25
8.5,-20.01,117.59
8.5,-19.54,117.69
8.5,-19.46,118.29
8.5,-18.39,119.54
8.5,-11.06,142.92
8.5,-4.92,108.36
8.5,-2.1,119.76
8.5,-1.73,119.61
8.5,-1.57,119.7
8.5,-8.33,130.28
8.5,-8.48,130.86
8.5,-6.53,130.38
8.5,13.02,124.06
8.5,13.39,122.84
8.5,13.5,123.71
8.5,14.12,122.59
8.5,8.93,90.21
8.5,14.27,123.98
8.5,10.19,90.77
8.5,13.58,50.01
8.5,14.2,40.08
8.5,15.95,-75.91
8.5,16.6,-66.59
8.5,17.7,-70.11
8.5,17.83,-70.32
8.5,30.78,-6.55
8.5,30.8,-5.62
8.5,33.17,31.07
8.5,31.78,-2.99
8.5,33.42,12.63
8.5,34.49,-3.63
8.5,36.21,28.47
8.5,35.24,-3.11
8.5,35.82,9.51
8.5,36.01,9.2
8.5,37.02,10.67
8.5,43.94,33.39
8.5,0.43,70.79
8.5,1.68,70.69
8.5,11.06,171.85
8.5,30.19,-16.93
8.5,7.36,158.11
8.5,6.6,164.5
8.5,-24.35,-145.84
9.4,-16.67,119.56
9.4,-3.73,107.04
9.4,-3.46,107.61
9.4,2.01,116.54
9.4,14.72,124.55
9.4,25.12,32.33
9.4,29.01,32.45
9.4,29.49,32.44
9.4,30.04,32.77
9.4,30.71,32.83
9.4,33.21,30.43
9.4,33.58,30.13
9.4,33.65,30.75
9.4,33.02,12.58
9.4,34.79,27.39
9.4,34.17,-5.27
9.4,34.12,13.43
9.4,34.38,-5.06
9.4,35.12,9.66
9.4,34.48,-5.29
9.4,35.71,28.26
9.4,35.5,-2.78
9.4,36.81,-1.82
9.4,38.52,-0.37
10.3,-17.15,119.46
10.3,43.64,32.7
12.3,43.38,32.19
12.3,43.46,32.04
12.3,42.8,19.74
12.3,43.81,24.41
12.3,45,24.84
12.3,44.66,12.53
12.3,45.44,24.01
12.3,45.77,23.13
12.3,45.9,24.58
12.3,47.21,23.44
12.3,47.32,19.93
12.3,47.41,21.66
12.3,48.06,16.33
12.3,48.28,18.12
12.3,48.35,18.21
12.5,44.75,15.3
12.7,-23.86,113.81
12.7,-23.7,114.88
12.7,-22.98,115.93
12.7,-22.7,115.8
12.7,-21.8,116.93
12.7,-19.94,117.77
12.7,23.08,31.76
12.7,24.52,31.27
12.7,31.89,-1.49
13,41.11,19.69
13,46.79,22.05
13,47.22,19.76
13.5,2.38,116.3
13.8,-38.38,123.01
13.8,-37.98,127
13.8,-37.84,125.48
13.8,-18.47,166.41
13.8,-17.79,165.61
13.8,-23.39,148.3
13.8,-18.26,45.65
13.8,-18.45,119.35
13.8,-11.92,175.22
13.8,-12.86,142.12
13.8,-8.88,168.88
13.8,-12.09,142.46
13.8,-3.44,115.56
13.8,-3.38,115.79
13.8,-3.52,110.75
13.8,-1.73,119.15
13.8,-11.3,128.12
13.8,-11.65,128.6
13.8,-9.67,128.91
13.8,3.8,117.92
13.8,-2.11,-45.16
13.8,4.75,110.98
13.8,-1.11,-46.65
13.8,0.4,-46.98
13.8,7.49,96.07
13.8,11.96,105.65
13.8,6.66,-80.33
13.8,6.86,-58.34
13.8,6.28,126.44
13.8,12.64,37.38
13.8,15.14,-75.46
13.8,15.35,-76.52
13.8,15.14,-66.02
13.8,15.65,-66.4
13.8,17.81,34.79
13.8,20.92,63.52
13.8,22.27,46.26
13.8,23.45,31.28
13.8,24,30.94
13.8,24.31,30.71
13.8,25.08,30.41
13.8,29.17,-80.2
13.8,27.85,22.55
13.8,34.38,30.52
13.8,35.04,27.71
13.8,35.33,27.83
13.8,40.02,0.59
13.8,-18.67,-137.09
13.8,41.1,-176.88
13.8,28.79,-17.24
13.8,7.59,162.37
13.8,-6.32,53.51
13.8,-6.73,54.79
13.8,-5.96,53.9
13.8,1.28,69.44
13.8,-0.05,69.37
13.8,-1.3,69.46
13.8,-0.63,70.12
13.8,0.45,70.11
14,43.97,24.36
14,43.47,12.02
14,44.78,23.35
14,44.84,12.63
14,45.74,22.63
14,46.15,22.49
14,46.66,21.3
14,47.08,21.29
14,47.09,20.3
14,47.08,19.35
14,47.25,17.58
14,47.27,17.34
14,47.3,17.82
14,47.86,16.11
14,47.88,16.14
14,48.05,17.56
14.4,-24.57,113.5
14.4,33.07,-5.66
14.9,-36.29,125.85
14.9,-24.62,114.49
14.9,-23.89,115.54
14.9,-23.61,115.41
14.9,-22.72,116.54
14.9,-20.78,117.43
14.9,-19.9,118.53
14.9,27.79,31.44
14.9,27.87,31.67
14.9,35.37,27.18
14.9,35.62,-2.86
14.9,38.62,6.35
14.9,43.31,31.47
15.5,40.64,19.41
15.5,43.58,19.2
15.5,47.43,16.03
16.5,34.69,28.52
17.1,14.04,67.09
17.1,20.5,32.21
17.1,20.87,32
17.1,21.55,31.6
17.1,21.98,31.23
17.1,33.94,28.55
17.1,33.74,25.74
17.1,34.19,30.2
17.1,34.28,27.64
17.1,34.41,27.4
17.1,34.72,27.05
17.1,37.86,35.82
17.1,37.06,-1.25
17.1,37.54,5.48
18.2,-38.51,124.66
18.2,-3.83,109.28
18.2,-6.05,39.04
18.2,-5.65,39.49
18.2,-5.34,39.55
18.2,4.47,-78.5
18.2,17.27,107.49
18.2,8.97,44.4
18.2,21.48,105.41
18.2,33.51,46.19
18.2,32.44,29.97
18.2,32.33,28.35
18.2,40.49,136.66
18.2,31.21,37.47
18.2,31.48,39.81
18.2,34.25,29.15
18.2,34.81,30.58
18.2,37.23,4.96
18.2,39,1.59
18.2,39.14,-4.19
18.2,39.53,2.17
19.2,39.83,-4.03
19.5,-24.93,149.32
19.5,-21.83,117.74
19.5,-12.71,174.51
19.5,-4.1,110.08
19.5,-4.01,110.14
19.5,-2.62,112.03
19.5,-2.62,112.03
19.5,-2.58,112.42
19.5,-2.58,112.42
19.5,-2.45,111.93
19.5,-2.45,111.93
19.5,-2.34,111.78
19.5,-2.17,112.3
19.5,-2.17,112.3
19.5,-2.02,112.06
19.5,-2.02,112.06
19.5,-1.64,105.27
19.5,-1.62,105.3
19.5,-1.55,105.53
19.5,0.97,102.9
19.5,-14.42,126.72
19.5,-12.06,127.27
19.5,-12.51,127.35
19.5,2.34,115.5
19.5,2.87,115.65
19.5,3.52,117.22
19.5,3.72,117.26
19.5,-0.88,-45.65
19.5,7.92,95.16
19.5,8.16,95.48
19.5,9.61,-80.16
19.5,8.66,44.17
19.5,13.81,-83.81
19.5,10.91,47.8
19.5,14.57,-66.15
19.5,13.19,66.45
19.5,23.81,29.44
19.5,37.27,4.62
19.5,39.97,-4.08
19.5,11.27,177.15
19.5,-18.39,-135.41
19.5,-18.39,-135.41
19.5,-19.76,-135.14
19.5,-19.76,-135.14
19.5,-18.62,-134.5
19.5,-18.62,-134.5
19.5,-19.45,-133.52
19.5,-18.63,-131.3
19.5,-18.63,-131.3
19.5,40.97,-172.12
19.5,30.89,-170.26
19.5,-1.19,-179.17
19.5,-1.19,-179.17
20.7,38.81,-4.27
21.5,15.43,-87.16
21.5,39.31,-4.08
21.7,-14.17,38.43
21.7,-2.76,106.32
21.7,-6.63,38.7
21.7,-6.23,39.14
21.7,-5.92,39.21
21.7,6.39,111.76
21.7,8.76,90.58
21.7,15.05,-69.86
21.7,22.45,30.17
21.7,26.92,17.55
21.7,33.31,45.48
21.7,31.87,27.69
21.7,32.07,29.33
21.7,30.08,8.44
21.7,33.09,2.23
21.7,33.96,2.69
21.7,33,-3.92
21.7,33.14,-11.97
21.7,35.92,2.14
21.7,34.27,-3.45
21.7,38.41,1.09
21.7,39.17,-4.24
21.7,39.53,-4.35
21.7,40.2,7.66
22.5,6.81,113.16
24,24.11,44.57
24,44.97,3.06
24.1,-2.34,111.84
24.1,-1.41,106.36
25,33.21,12.62
25.4,-56.25,-68.73
25.4,-55.36,-64.07
25.4,1.95,112.18
25.4,2.24,111.96
25.4,2.9,113.5
25.4,-4.15,-42.44
25.4,-3.26,-43.8
25.4,17.76,124.01
25.4,7.45,-83.4
25.4,18.41,123.92
25.4,15.23,-86.65
25.4,15.22,-86.45
25.4,13.63,-66.21
25.4,13.95,-75.24
25.4,13.99,-65.94
25.4,14.96,-68.15
25.4,21.83,29.56
25.4,27.66,-87.74
25.4,30.3,47.37
25.4,34.18,24.06
25.4,37.87,-5.14
25.4,38.06,-5.09
25.4,44.64,2.82
25.4,3.07,-147.23
25.4,-3.78,66.67
25.4,-2.98,66.54
25.4,-4.64,66.46
26.4,23.56,44.82
26.4,27.74,-76.41
27.5,0.3,112.09
27.5,11.94,-60.07
28.9,15.19,63.03
30.9,-0.89,111.59
30.9,3.43,112.59
30.9,3.72,111.71
30.9,4.38,113.25
30.9,5.23,114.68
30.9,5.61,114.21
30.9,14.15,-85.55
30.9,15.93,47.96
30.9,22.73,13.81
30.9,22.08,44.18
30.9,28.15,-78.81
30.9,32.58,44.92
30.9,38.28,6.25
30.9,38.33,6.14
30.9,43.09,15.92
30.9,29.19,-163.07
30.9,-5.38,65.25
30.9,-4.56,65.16
30.9,-6.22,65
30.9,-3.92,65.39
32,21.67,43.9
35.8,-49.13,-174.64
35.8,0.01,108.28
35.8,1.11,115.79
35.8,1.58,-77.12
35.8,15.66,12.18
35.8,25.69,-72.17
35.8,23.13,27.76
35.8,31.46,-4.96
35.8,37.58,19.97
35.8,37.64,19.19
35.8,34.96,-5.29
35.8,42.72,15.08
35.8,42.34,10.92
35.8,42.53,10.99
35.8,45.17,25.36
35.8,-27.87,-154.04
36.4,34.57,-3.01
37.6,-27.84,31.98
37.6,-27.84,31.98
37.6,-17.26,36.25
37.6,-17.26,36.25
37.6,-24.8,-122.72
39.5,13.95,60.55
39.5,34.01,-3.26
39.5,34.12,-3.16
39.5,34.24,-3.25
39.5,43.49,9.92
42.1,33.28,-2.87
44.5,-32.6,142.57
44.5,-22.87,133.66
44.5,-22.49,133.96
44.5,7.49,113.13
44.5,14.05,-82.28
44.5,14.36,-81.85
44.5,5.7,78.96
44.5,6.75,81.32
44.5,18.6,24.31
44.5,20.61,-9.63
44.5,21.12,16.51
44.5,28.11,-66.67
44.5,22.18,35.65
44.5,23.95,7.27
44.5,31.13,26.05
44.5,35.17,20.55
44.5,40.57,14.61
51.9,-38.67,29.56
51.9,-33.72,143.96
51.9,3.61,60.67
51.9,27.04,-66.64
51.9,27.14,-66.99
51.9,18.42,-10.28
51.9,18.7,-9.02
51.9,30.21,-1.97
51.9,30.23,-2.93
51.9,30.26,-3
51.9,30.29,-2.96
51.9,30.72,-5.56
51.9,32.01,-1.88
51.9,32.01,-1.88
51.9,32.19,-2.06
51.9,30.99,6.52
52,-34.33,29.27
52,16.1,37.76
56.5,10.29,19.6
57.6,-40.37,152.13
57.6,-34.92,28.3
57.6,-0.24,106.47
57.6,-6.52,-38.78
57.6,-4.79,-39.66
57.6,-4.15,40.52
57.6,6.44,21.57
57.6,-12.11,77.18
57.6,9.2,21.2
57.6,10.01,18.88
57.6,12.73,13.23
57.6,12.82,12.17
57.6,12.89,13.06
57.6,18.12,-10.58
57.6,17.06,6.7
57.6,38.23,9.77
57.6,39.05,11.94
58.1,30.17,-5.48
58.8,12.09,23.2
58.8,12.73,23.07
58.8,14.79,35.08
60.4,-11.46,55.56
60.4,31.61,-69.01
61,-27,29.98
61,36.91,-154.83
61,30.13,-155.55
62.3,30.21,-5.55
62.3,31.83,-4.57
62.3,32.13,-5.49
63.5,44.2,4.45
63.5,44.54,5.06
63.8,-3.76,-39.91
63.8,-32.28,59.19
63.8,11.46,-63.84
63.8,8.07,20.04
63.8,10.4,15.14
63.8,22.82,24.78
63.8,38.06,9.76
63.8,37.69,-3.33
63.8,45.37,3.33
63.8,45.91,1.51
63.8,56.78,-22.56
64.5,-42.69,-64.09
64.5,30.35,-5.62
65.8,44.39,4.71
67,-47.41,-67.87
67,-47.15,-67.99
67,2.78,41
67,16.21,31.64
67,26.3,-5.75
67,26.45,-5.18
67,35.49,8.72
67.5,27.18,-83.11
69,27.27,-83.06
69.1,-7.04,37.23
69.1,17.93,-73.51
69.1,10.88,-64.71
69.1,10.83,-64.13
69.1,18.2,-74.1
69.1,31.62,-83.04
69.1,20.19,7.27
69.1,22.52,30.78
69.1,32.13,30.33
69.1,24.81,22.86
69.1,25.49,8.29
69.1,33.95,13.75
69.1,50.05,-72.14
69.1,38.35,9.19
69.1,40.12,-0.76
69.1,58.42,-81.54
71.1,19.08,-89.68
71.1,17.05,29.8
71.1,26.98,-5.03
73.1,19.2,3.31
73.6,18.61,-88
73.6,3.62,33.57
73.6,3.93,33.28
73.6,42.41,119.48
73.6,42.41,119.48
81.8,32.44,31.76
84.3,12.58,-65.75
84.3,32.11,-55.82
84.3,32.25,-56.29
84.3,30.79,2.05
84.3,31.86,-1.81
84.3,33.25,3.33
84.3,32.65,-1.97
84.9,24.1,14.36
85,21.01,8.9
85,30.89,2.24
85,33.18,3.42
85,33.47,6.12
85,37.36,21.05
85,40.31,18
85.7,20.37,25.59
85.7,33.41,3.94
86.7,-38.55,34.31
86.7,6.07,-48.73
86.7,32.83,7
86.7,30.85,-1.19
86.7,31.03,0.11
86.7,31.06,3.04
87.5,45.99,13.79
88.1,20.29,-72.71
88.1,18.73,9.86
88.1,20.75,5.47
88.1,31.09,3.58
88.1,33.79,7.58
88.9,11.01,26.04
88.9,20.01,7.81
89.4,31.39,4.32
90.1,22.85,-69.35
90.1,24.75,-70.14
90.1,14.6,36.3
90.1,15.24,35.75
90.1,25.28,15.64
90.1,31.91,6.05
90.4,35.16,7.49
90.4,35.67,4.2
90.4,36.22,3.76
91.9,20.42,-69.33
91.9,20.83,-70.01
91.9,21.15,-69.14
91.9,12.87,30.27
91.9,13,31.6
91.9,20.17,9.34
91.9,20.45,9.07
91.9,28.89,15.65
91.9,36.64,3.98
91.9,37.84,2.12
92,38.86,-71.15
92.5,30.91,-3.48
92.5,24.86,16.51
92.5,41.98,16.58
94.5,-4.61,4.37
94.5,20.48,-2.33
94.5,12.43,30.82
94.5,29.48,-3.29
94.5,30.12,-3.18
94.5,30.75,-2.72
94.5,32.68,7.51
94.5,41.14,15.1
94.5,42.54,16.77
95,19.53,27.95
96.5,10.83,31.32
96.5,41.35,15.77
97.2,-3.88,46.89
97.2,-1.34,45.14
97.2,-1.05,44.64
97.2,-1.03,45.49
97.2,-0.85,45.9
97.2,-0.49,44.81
97.2,-0.49,45.49
97.2,-0.34,45.33
97.2,11.19,31.46
97.2,33.01,8.25
97.2,31.04,5.49
97.2,35.18,10.89
97.2,34.01,3.17
97.2,37.48,4.77
97.2,43.51,16.95
98.8,34.02,3.46
101.8,-45.08,41
101.8,23.34,-63.77
101.8,23.43,-63.43
101.8,31.91,-65.22
101.8,31.79,-63.97
101.8,31.78,-61.98
101.8,31.94,-59.44
101.8,29.88,0.38
101.8,30.12,-0.1
101.8,39.99,23.54
102.8,35.18,9.14
102.8,35.45,8.13
102.8,35.97,7.93
107.5,3.15,-49.79
107.5,33.65,-57.12
107.5,36.71,-68.89
107.5,34.95,-57.42
107.5,35.04,-56.9
107.5,35.26,-56.97
107.5,34.76,-54.69
107.5,35.29,-56.52
107.5,36.98,-56.76
111.5,28.43,-38.92
111.5,36.17,-55.49
111.5,36.22,-54.56
111.5,40.06,-65.58
111.5,40.24,-66.27
111.5,40.23,-65.94
111.5,36.99,-51.18
111.5,33.48,12.27
111.5,33.26,13.27
113,-9.73,-4.85
113,39.14,-66.74
114,-33.64,19.54
114,-33.32,20.31
114,12.66,-28.27
114,20.36,14.93
114,19.8,16.07
114,48.08,149.38
114,28.79,14.13
114,30.48,16.07
114,51.34,148.82
114,51.51,148.9
118.5,4.28,30.43
118.5,36.49,-46.62
118.5,34.52,35.22
122.5,24.41,-55.89
122.5,24.47,-55.78
122.5,-15.58,42.35
122.5,-12.84,42.01
122.5,28.3,-28.63
122.5,24.03,64.01
122.5,35.35,-21.5
122.5,30.94,5.99
122.5,26.35,12.57
122.5,29.73,13.4
122.5,29.9,13.41
122.5,31.91,22.23
122.5,24.68,24.67
122.5,-2.55,-129.26
124.7,32.32,-49.45
125.5,31.19,36.69
126,30.4,38.85
126,29.98,22.3
127,-36.55,15.14
127,-36.55,15.14
127.2,30.82,-50.74
127.2,30.82,-50.74
127.2,30.82,-50.74
127.2,28.95,68.16
127.2,29.94,22.47
127.2,29.94,22.49
127.2,31.16,22.86
127.2,35.08,37.38
128.2,29.61,65.5
128.2,29.64,39.79
128.2,29.64,39.58
128.2,29.29,22.65
128.8,-20.86,-38.97
128.8,-8.86,-44.53
129.7,30.18,-49.77
129.7,24.77,13.41
129.7,24.77,13.41
131,28.61,6.61
131,28.95,6.74
131,30.36,54.56
131,27.97,23.3
131,27.98,23.38
131,28.13,23.09
131,32.41,21.49
131,32.91,22.29
131,33.08,22.81
131.8,-34.68,-39.11
131.8,23.76,11.15
131.8,23.85,11.55
131.8,28.38,65.29
133.3,29.21,23.89
136.2,26.91,79.8
136.2,23.9,10.43
136.2,27.44,65.65
136.2,26.5,38.83
136.2,32.69,-4.61
136.2,29.35,40.08
138.4,26,25.12
138.4,26.36,25.7
142.4,20.75,-32.03
142.4,25.64,-33.53
142.4,-8.39,38.13
142.4,28.4,65.86
142.4,28.74,65.82
142.4,26.96,38.76
142.4,29.96,34.68
142.4,58.16,-51.98
146.5,-21.5,30.62
146.5,25.57,21.03
146.5,27.01,22.98
148,28.55,4.08
148.6,-61.31,-57.98
148.6,-45.46,-38.83
148.6,26.53,3.01
148.6,23.55,6.56
148.6,27.38,22.63
148.6,30.25,35.96
148.6,30.22,34.84
148.6,34.31,50.8
148.6,28.26,20.47
148.6,30.24,-8.06
148.6,31.09,35.55
148.6,31.07,35.18
148.6,31.03,34.84
148.6,30.43,-7.72
148.6,31.26,35.4
148.6,31.58,35.01
148.6,33.99,35.82
148.6,34.66,14.45
149,3.66,31.94
151.1,35.39,53.59
151.1,33.45,24.38
151.1,33.62,23.6
151.1,33.69,23.34
151.1,33.87,23.67
151.1,33.96,23.81
151.1,34.09,24.25
151.1,34.17,24.55
151.1,34.22,24.82
151.1,34.23,24.42
152.6,28.7,2.42
153.1,28.67,2.33
153.1,24.07,8.02
153.1,24.22,8.22
153.1,26.04,9.3
153.1,26.19,9.31
153.1,27.9,19.82
153.1,30.64,20.99
153.1,34.1,25.01
153.1,40.72,27.48
154,33.23,23.27
154,36.76,21.01
154.7,19.5,120.28
154.7,18.54,-48.12
154.7,-8.33,37.57
154.7,27.45,-51.92
154.7,26.51,1.62
154.7,26.64,1.49
154.7,26.61,1.56
154.7,28.56,2.16
154.7,28.6,2.14
154.7,28.63,2.15
154.7,28.65,2.17
154.7,39.61,77.47
154.7,28.66,2.26
154.7,25.54,7.98
154.7,28.27,-8.21
154.7,32.66,34.83
154.7,33.29,36.36
154.7,29.88,20.7
154.7,30.42,20.78
154.7,32.75,22.84
154.7,33.19,23.33
154.7,33.22,23.43
154.7,33.24,22.79
154.7,33.83,24.22
154.7,34.13,24.92
154.7,36.74,31.4
154.7,36.89,31.79
154.7,37.4,30.7
155.6,-9.82,33.56
155.6,-9.6,33.63
155.6,-9.23,33.57
155.6,-8.51,33.37
155.6,27.22,21.3
156.2,8.8,-42.37
156.2,21.28,-4.26
156.2,17.98,7.09
156.2,26.61,1.4
156.2,27.05,0.89
156.2,24.17,8.15
156.2,25.57,8.04
156.2,25.63,7.97
156.2,26.98,8.7
156.2,27.56,8.74
156.2,26.73,16.57
156.2,29.4,15.32
156.2,34.96,23.69
156.2,37.53,30.27
156.2,37.61,29.98
156.2,36.76,22.62
158.2,-38.02,-36.64
158.2,-8.55,33.76
158.2,20.47,-34.36
158.2,18.18,8.08
158.2,26.4,1.38
158.2,38.7,74.44
158.2,27.46,1.7
158.2,28.05,1.87
158.2,39.35,72.62
158.2,39.37,72.15
158.2,28.41,2.35
158.2,36.8,62.95
158.2,36.51,52.63
158.2,35.9,49.19
158.2,36.27,48.57
158.2,31.49,18.48
158.2,32.93,19.77
158.2,32.93,19.77
158.2,39.79,43.4
158.2,40.29,44.05
158.2,34.41,24.01
158.2,32.71,15.27
158.2,37.25,29.67
158.2,37.47,29.26
158.2,38.21,30.88
158.2,37.7,28.81
158.2,37.88,29.4
158.2,38.36,30.35
158.2,34.4,13.35
158.2,38.18,29.48
158.2,36.97,21.62
158.2,36.92,21.27
158.2,36.92,21.18
158.2,37.04,21.48
158.2,37.17,21.54
159,33.65,18.41
159.2,-7.93,33.69
159.2,-7.49,33.33
159.2,24.25,5.53
159.2,36.08,50.19
159.2,31.93,21.3
159.2,31.7,20.09
159.2,35.06,23.43
159.2,34.88,13.53
159.2,36.82,21.45
160,-38.28,-36.67
160,19.67,-33.53
160,40.04,74.49
160,41.5,76.52
160,37.25,49.77
160,28.5,19.58
160,28.89,19.79
160,30.64,20.28
160,31.58,20.4
160,31.58,20.4
160,31.95,21.09
160,32.07,21.28
160,31.74,19.82
160,31.9,19.78
160,32.34,21.28
160,33.01,19.62
160,33.04,19.48
